,Location,Price,Bathrooms,Car Parks,Property Type,Size,Furnishing,Real Rooms
44199,"KLCC, Kuala Lumpur",144648.0,1.0,1.0,Residence,Built-up : 689 sq. ft.,Fully Furnished,1
44200,"KLCC, Kuala Lumpur",136500.0,1.0,1.0,Residence,Built-up : 625 sq. ft.,Fully Furnished,1
44201,"KLCC, Kuala Lumpur",199500.0,3.0,1.0,Residence,"Built-up : 1,055 sq. ft.",Fully Furnished,3
44202,"KLCC, Kuala Lumpur",251790.0,3.0,1.0,Residence,"Built-up : 1,378 sq. ft.",Partly Furnished,4
44203,"Sri Hartamas, Kuala Lumpur",82950.0,1.0,1.0,Residence,Built-up : 500 sq. ft.,Unfurnished,1
44207,"Segambut, Kuala Lumpur",231000.0,3.0,2.0,Terrace/Link,"Built-up : 1,900 sq. ft.",Partly Furnished,4
44208,"Kepong, Kuala Lumpur",157080.0,2.0,2.0,Terrace/Link,Land area : 22x65 sq. ft.,Partly Furnished,3
44209,"Kepong, Kuala Lumpur",142800.0,2.0,2.0,Terrace/Link,Land area : 21x70 sq. ft.,Partly Furnished,3
44211,"Kepong, Kuala Lumpur",136500.0,3.0,2.0,Terrace/Link,Land area : 22x60 sq. ft.,Partly Furnished,4
44212,"Kepong, Kuala Lumpur",283500.0,4.0,2.0,Terrace/Link,Land area : 20x70 sq. ft.,Partly Furnished,6
44214,"Kepong, Kuala Lumpur",262500.0,5.0,2.0,Terrace/Link,Land area : 20x70 sq. ft.,Partly Furnished,6
44215,"Cheras, Kuala Lumpur",2520000.0,4.0,2.0,Terrace/Link,Land area : 22x75 sq. ft.,Unfurnished,4
44217,"Bukit Jalil, Kuala Lumpur",91980.0,2.0,1.0,Duplex,Built-up : 996 sq. ft.,Fully Furnished,3
44218,"Bukit Jalil, Kuala Lumpur",101850.0,2.0,1.0,Duplex,"Built-up : 1,116 sq. ft.",Fully Furnished,3
44220,"Bukit Jalil, Kuala Lumpur",104580.0,2.0,2.0,Duplex,"Built-up : 1,008 sq. ft.",Partly Furnished,3
44221,"Taman Desa, Kuala Lumpur",525.0,2.0,1.0,Condo,"Built-up : 1,260 sq. ft.",Fully Furnished,3
44222,"Bukit Jalil, Kuala Lumpur",157500.0,2.0,1.0,Residence,Built-up : 920 sq. ft.,Partly Furnished,2
44224,"Sri Petaling, Kuala Lumpur",157500.0,2.0,1.0,Residence,"Built-up : 1,297 sq. ft.",Partly Furnished,4
44226,"Sri Petaling, Kuala Lumpur",142800.0,2.0,2.0,Residence,Land area : 1279 sq. ft.,Fully Furnished,4
44228,"Bangsar, Kuala Lumpur",1249500.0,4.0,4.0,Bungalow,Land area : 7168 sq. ft.,Partly Furnished,8
44233,"Sri Petaling, Kuala Lumpur",90300.0,2.0,1.0,Condo,Built-up : 935 sq. ft.,Unfurnished,3
44234,"Setiawangsa, Kuala Lumpur",128100.0,2.0,2.0,Condo,"Built-up : 1,196 sq. ft.",Partly Furnished,3
44235,"Bukit Jalil, Kuala Lumpur",73500.0,2.0,1.0,Duplex,Built-up : 850 sq. ft.,Partly Furnished,3
44237,"Bukit Jalil, Kuala Lumpur",189000.0,3.0,2.0,Condo,"Built-up : 1,513 sq. ft.",Partly Furnished,5
44238,"Bangsar South, Kuala Lumpur",298431.0,2.0,2.0,Residence,"Built-up : 1,441 sq. ft.",Partly Furnished,3
44240,"Cheras, Kuala Lumpur",108150.0,2.0,1.0,Residence,Built-up : 736 sq. ft.,Partly Furnished,2
44242,"Bangsar South, Kuala Lumpur",152880.0,1.0,1.0,Residence,Built-up : 649 sq. ft.,Partly Furnished,1
44243,"KLCC, Kuala Lumpur",321300.0,1.0,1.0,Residence,Built-up : 850 sq. ft.,Fully Furnished,2
44244,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",140280.0,2.0,1.0,Residence,"Built-up : 1,202 sq. ft.",Partly Furnished,3
44245,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",73500.0,2.0,1.0,Residence,Built-up : 935 sq. ft.,Partly Furnished,3
44246,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",72450.0,2.0,1.0,Residence,Built-up : 950 sq. ft.,Partly Furnished,3
44249,"Taman Desa, Kuala Lumpur",105000.0,2.0,1.0,Residence,Land area : 715 sq. ft.,Unfurnished,2
44250,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",151200.0,2.0,2.0,Condo,"Built-up : 1,092 sq. ft.",Fully Furnished,4
44252,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",138600.0,2.0,1.0,Residence,"Built-up : 1,112 sq. ft.",Unfurnished,3
44253,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",140280.0,2.0,1.0,Residence,"Built-up : 1,112 sq. ft.",Unfurnished,3
44254,"Bukit Jalil, Kuala Lumpur",945000.0,9.0,4.0,Bungalow,Land area : 8202 sq. ft.,Partly Furnished,7
44256,"Bukit Jalil, Kuala Lumpur",756000.0,7.0,3.0,Bungalow,Land area : 5400 sq. ft.,Partly Furnished,9
44257,"Bukit Jalil, Kuala Lumpur",378000.0,5.0,2.0,Bungalow,Land area : 5248 sq. ft.,Partly Furnished,6
44258,"Bukit Jalil, Kuala Lumpur",819000.0,8.0,3.0,Bungalow,Land area : 5800 sq. ft.,Unfurnished,7
44259,"Bukit Jalil, Kuala Lumpur",798000.0,9.0,4.0,Bungalow,Land area : 8746 sq. ft.,Unfurnished,7
44261,"KLCC, Kuala Lumpur",909300.0,2.0,3.0,Residence,"Built-up : 1,668 sq. ft.",Fully Furnished,3
44262,"KLCC, Kuala Lumpur",504000.0,2.0,1.0,Residence,"Built-up : 1,076 sq. ft.",Fully Furnished,2
44263,"KLCC, Kuala Lumpur",504000.0,2.0,1.0,Residence,"Built-up : 1,087 sq. ft.",Fully Furnished,2
44265,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",150150.0,2.0,2.0,Condo,"Built-up : 1,016 sq. ft.",Fully Furnished,3
44266,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",80850.0,2.0,1.0,Residence,Built-up : 775 sq. ft.,Fully Furnished,1
44271,"Jalan Sultan Ismail, Kuala Lumpur",147000.0,2.0,1.0,Residence,Built-up : 924 sq. ft.,Fully Furnished,2
44276,"Kepong, Kuala Lumpur",304500.0,5.0,3.0,Terrace/Link,Land area : 20x70 sq. ft.,Partly Furnished,6
44278,"Desa ParkCity, Kuala Lumpur",207480.0,2.0,2.0,Condo,"Built-up : 1,378 sq. ft.",Fully Furnished,3
44279,"Sentul, Kuala Lumpur",88200.0,1.0,1.0,Residence,Built-up : 689 sq. ft.,Unfurnished,1
44282,"Setapak, Kuala Lumpur",123900.0,3.0,2.0,Condo,"Built-up : 1,408 sq. ft.",Partly Furnished,4
44283,"Setiawangsa, Kuala Lumpur",189000.0,3.0,2.0,Terrace/Link,Land area : 20x75 sq. ft.,Fully Furnished,4
44284,"Wangsa Maju, Kuala Lumpur",107100.0,2.0,1.0,Condo,Land area : 1267 sq. ft.,Unfurnished,3
44292,"Cheras, Kuala Lumpur",182700.0,3.0,2.0,Terrace/Link,Land area : 22x75 sq. ft.,Partly Furnished,4
44293,"Setapak, Kuala Lumpur",100800.0,2.0,1.0,Condo,"Built-up : 1,066 sq. ft.",Fully Furnished,3
44294,"KLCC, Kuala Lumpur",384300.0,2.0,1.0,Residence,"Built-up : 1,325 sq. ft.",Fully Furnished,3
44296,"KLCC, Kuala Lumpur",443898.0,3.0,1.0,Residence,"Built-up : 1,626 sq. ft.",Fully Furnished,5
44297,"Desa ParkCity, Kuala Lumpur",273000.0,2.0,2.0,Condo,"Built-up : 1,421 sq. ft.",Partly Furnished,3
44300,"Desa ParkCity, Kuala Lumpur",606900.0,5.0,2.0,Terrace/Link,"Built-up : 3,000 sq. ft.",Unfurnished,4
44302,"Mont Kiara, Kuala Lumpur",441000.0,4.0,2.0,Condo,"Built-up : 2,400 sq. ft.",Fully Furnished,4
44304,"Sentul, Kuala Lumpur",78750.0,2.0,1.0,Residence,Built-up : 743 sq. ft.,Unfurnished,2
44305,"City Centre, Kuala Lumpur",483000.0,3.0,2.0,Residence,"Built-up : 1,614 sq. ft.",Fully Furnished,3
44306,"Mont Kiara, Kuala Lumpur",283500.0,2.0,2.0,Condo,"Built-up : 1,200 sq. ft.",Partly Furnished,3
44307,"KL Eco City, Kuala Lumpur",179550.0,1.0,1.0,Condo,Built-up : 710 sq. ft.,Fully Furnished,1
44309,"Bukit Jalil, Kuala Lumpur",151200.0,2.0,3.0,Condo,"Built-up : 1,371 sq. ft.",Fully Furnished,4
44310,"Segambut, Kuala Lumpur",205800.0,2.0,2.0,Condo,"Built-up : 1,319 sq. ft.",Partly Furnished,3
44313,"Segambut, Kuala Lumpur",268800.0,4.0,2.0,Condo,"Built-up : 1,788 sq. ft.",Partly Furnished,4
44314,"Segambut, Kuala Lumpur",130200.0,2.0,2.0,Condo,"Built-up : 1,155 sq. ft.",Partly Furnished,3
44315,"Bukit Jalil, Kuala Lumpur",115500.0,2.0,2.0,Condo,"Built-up : 1,072 sq. ft.",Unfurnished,3
44316,"Bukit Jalil, Kuala Lumpur",122850.0,2.0,2.0,Condo,"Built-up : 1,072 sq. ft.",Unfurnished,3
44317,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",71400.0,2.0,1.0,Residence,Built-up : 950 sq. ft.,Fully Furnished,3
44318,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",73500.0,2.0,1.0,Residence,Built-up : 950 sq. ft.,Fully Furnished,3
44319,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",71400.0,2.0,1.0,Residence,Built-up : 950 sq. ft.,Fully Furnished,3
44320,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",71400.0,2.0,1.0,Residence,Built-up : 950 sq. ft.,Fully Furnished,3
44321,"Bukit Jalil, Kuala Lumpur",115500.0,2.0,2.0,Condo,"Built-up : 1,072 sq. ft.",Unfurnished,3
44322,"Bandar Tasik Selatan, Kuala Lumpur",304500.0,6.0,4.0,Terrace/Link,Land area : 46x70 sq. ft.,Partly Furnished,8
44323,"Setapak, Kuala Lumpur",79800.0,2.0,2.0,Condo,Built-up : 950 sq. ft.,Unfurnished,4
44325,"Jalan Kuching, Kuala Lumpur",693.0,5.0,2.0,Condo,"Built-up : 2,190 sq. ft.",Partly Furnished,5
44326,"Ampang, Kuala Lumpur",163800.0,2.0,1.0,Residence,Built-up : 850 sq. ft.,Fully Furnished,2
44327,"Mont Kiara, Kuala Lumpur",693000.0,5.0,3.0,Condo,"Built-up : 3,000 sq. ft.",Fully Furnished,5
44328,"Jalan Kuching, Kuala Lumpur",88200.0,2.0,1.0,Condo,"Built-up : 1,050 sq. ft.",Partly Furnished,3
44330,"Bandar Menjalara, Kuala Lumpur",94500.0,2.0,1.0,Condo,"Built-up : 1,076 sq. ft.",Partly Furnished,4
44331,"KLCC, Kuala Lumpur",231000.0,2.0,1.0,Condo,"Built-up : 1,182 sq. ft.",Fully Furnished,3
44332,"KLCC, Kuala Lumpur",207900.0,2.0,1.0,Condo,"Built-up : 1,182 sq. ft.",Fully Furnished,3
44333,"Brickfields, Kuala Lumpur",59850.0,1.0,1.0,Condo,Built-up : 250 sq. ft.,Fully Furnished,1
44334,"Brickfields, Kuala Lumpur",61950.0,1.0,1.0,Condo,Built-up : 250 sq. ft.,Fully Furnished,1
44336,"Bangsar South, Kuala Lumpur",136500.0,2.0,1.0,Residence,Built-up : 807 sq. ft.,Partly Furnished,2
44338,"Kuchai Lama, Kuala Lumpur",65100.0,2.0,1.0,Condo,"Built-up : 1,067 sq. ft.",Partly Furnished,3
44339,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",65100.0,1.0,1.0,Condo,Built-up : 752 sq. ft.,Fully Furnished,2
44340,"Sri Petaling, Kuala Lumpur",77700.0,3.0,2.0,Terrace/Link,Land area : 770 sq. ft.,Partly Furnished,2
44341,"Cheras, Kuala Lumpur",138180.0,2.0,1.0,Condo,"Built-up : 1,482 sq. ft.",Unfurnished,4
44343,"Kepong, Kuala Lumpur",196980.0,3.0,2.0,Terrace/Link,Land area : 20x85 sq. ft.,Partly Furnished,4
44344,"Wangsa Maju, Kuala Lumpur",81480.0,2.0,2.0,Residence,Built-up : 940 sq. ft.,Partly Furnished,4
44345,"Setapak, Kuala Lumpur",96600.0,2.0,2.0,Condo,"Built-up : 1,000 sq. ft.",Unfurnished,3
44346,"KL City, Kuala Lumpur",92400.0,2.0,1.0,Condo,"Built-up : 1,065 sq. ft.",Partly Furnished,4
44351,"Setapak, Kuala Lumpur",105000.0,2.0,1.0,Residence,"Built-up : 1,018 sq. ft.",Partly Furnished,3
44352,"Setapak, Kuala Lumpur",133350.0,2.0,2.0,Residence,"Built-up : 1,303 sq. ft.",Partly Furnished,3
44353,"Setapak, Kuala Lumpur",107100.0,2.0,2.0,Condo,"Built-up : 1,075 sq. ft.",Partly Furnished,3
44355,"Setapak, Kuala Lumpur",79800.0,2.0,2.0,Duplex,Built-up : 950 sq. ft.,Unfurnished,4
44357,"Cheras, Kuala Lumpur",82950.0,2.0,1.0,Condo,Built-up : 910 sq. ft.,Partly Furnished,3
44358,"Cheras, Kuala Lumpur",100800.0,2.0,1.0,Condo,Built-up : 910 sq. ft.,Partly Furnished,3
44359,"Cheras, Kuala Lumpur",106050.0,2.0,1.0,Condo,Built-up : 910 sq. ft.,Partly Furnished,3
44360,"Bukit Tunku (Kenny Hills), Kuala Lumpur",1365000.0,7.0,4.0,Bungalow,Land area : 6566 sq. ft.,Partly Furnished,8
44362,"KL Sentral, Kuala Lumpur",428652.0,3.0,1.0,Residence,"Built-up : 1,485 sq. ft.",Unfurnished,3
44363,"Cheras, Kuala Lumpur",525000.0,7.0,8.0,Bungalow,Land area : 76x100 sq. ft.,Fully Furnished,7
44367,"Sungai Besi, Kuala Lumpur",105000.0,2.0,2.0,Condo,"Built-up : 1,074 sq. ft.",Partly Furnished,3
44370,"KLCC, Kuala Lumpur",3150000.0,6.0,5.0,Residence,"Built-up : 9,000 sq. ft.",Fully Furnished,6
44371,"Kuchai Lama, Kuala Lumpur",94500.0,2.0,2.0,Residence,Built-up : 935 sq. ft.,Unfurnished,3
44377,"Desa Petaling, Kuala Lumpur",54600.0,2.0,1.0,Duplex,Built-up : 850 sq. ft.,Partly Furnished,3
44378,"KLCC, Kuala Lumpur",625107.0,6.0,2.0,Condo,"Built-up : 3,502 sq. ft.",Partly Furnished,5
44379,"KLCC, Kuala Lumpur",312480.0,1.0,2.0,Residence,Built-up : 925 sq. ft.,Fully Furnished,1
44380,"KL City, Kuala Lumpur",252840.0,2.0,2.0,Residence,Built-up : 895 sq. ft.,Partly Furnished,2
44382,"Segambut, Kuala Lumpur",193200.0,2.0,2.0,Condo,"Built-up : 1,306 sq. ft.",Partly Furnished,3
44383,"Segambut, Kuala Lumpur",182700.0,2.0,2.0,Condo,"Built-up : 1,319 sq. ft.",Partly Furnished,3
44389,"KLCC, Kuala Lumpur",816900.0,3.0,2.0,Residence,"Built-up : 1,636 sq. ft.",Partly Furnished,2
44390,"KLCC, Kuala Lumpur",237300.0,2.0,1.0,Residence,"Built-up : 1,044 sq. ft.",Partly Furnished,2
44391,"KLCC, Kuala Lumpur",223188.0,2.0,1.0,Residence,Built-up : 688 sq. ft.,Partly Furnished,2
44392,"KLCC, Kuala Lumpur",497280.0,2.0,2.0,Residence,"Built-up : 1,184 sq. ft.",Partly Furnished,2
44393,"KLCC, Kuala Lumpur",272748.0,4.0,2.0,Residence,"Built-up : 1,701 sq. ft.",Partly Furnished,4
44395,"KLCC, Kuala Lumpur",735000.0,5.0,2.0,Residence,"Built-up : 3,897 sq. ft.",Partly Furnished,4
44396,"OUG, Kuala Lumpur",693000.0,6.0,2.0,Bungalow,Land area : 6600 sq. ft.,Fully Furnished,7
44397,"KLCC, Kuala Lumpur",294000.0,1.0,1.0,Residence,"Built-up : 1,050 sq. ft.",Fully Furnished,2
44398,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",73080.0,2.0,2.0,Residence,Built-up : 950 sq. ft.,Unfurnished,3
44399,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",73500.0,2.0,1.0,Residence,Built-up : 950 sq. ft.,Fully Furnished,3
44400,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",77700.0,2.0,1.0,Residence,Built-up : 950 sq. ft.,Partly Furnished,3
44401,"Segambut, Kuala Lumpur",195300.0,2.0,2.0,Condo,"Built-up : 1,306 sq. ft.",Fully Furnished,3
44402,"Bukit Jalil, Kuala Lumpur",199500.0,3.0,2.0,Condo,"Built-up : 1,513 sq. ft.",Partly Furnished,4
44403,"Bukit Jalil, Kuala Lumpur",283500.0,4.0,4.0,Condo,"Built-up : 1,930 sq. ft.",Partly Furnished,6
44404,"Dutamas, Kuala Lumpur",94500.0,3.0,2.0,Condo,"Built-up : 1,430 sq. ft.",Unfurnished,3
44405,"Dutamas, Kuala Lumpur",136500.0,3.0,2.0,Condo,"Built-up : 1,418 sq. ft.",Fully Furnished,4
44406,"Segambut, Kuala Lumpur",189000.0,2.0,2.0,Condo,"Built-up : 1,306 sq. ft.",Partly Furnished,3
44407,"Setapak, Kuala Lumpur",52500.0,2.0,1.0,Condo,Built-up : 850 sq. ft.,Fully Furnished,3
44408,"Taman Desa, Kuala Lumpur",64680.0,2.0,1.0,Condo,Built-up : 714 sq. ft.,Unfurnished,3
44409,"Jalan Ipoh, Kuala Lumpur",182700.0,2.0,5.0,Terrace/Link,Land area : 20x65 sq. ft.,Partly Furnished,4
44413,"Sri Petaling, Kuala Lumpur",182280.0,3.0,2.0,Terrace/Link,Land area : 22x78 sq. ft.,Partly Furnished,4
44415,"Jalan Kuching, Kuala Lumpur",132300.0,2.0,1.0,Condo,"Built-up : 1,200 sq. ft.",Partly Furnished,3
44416,"Damansara Heights, Kuala Lumpur",514500.0,4.0,2.0,Terrace/Link,Land area : 22x105 sq. ft.,Fully Furnished,6
44417,"Bangsar South, Kuala Lumpur",126000.0,1.0,2.0,Residence,Built-up : 663 sq. ft.,Fully Furnished,2
44419,"Bangsar, Kuala Lumpur",587999.7899999999,5.0,3.0,Condo,"Built-up : 3,509 sq. ft.",Fully Furnished,5
44420,"KL City, Kuala Lumpur",270438.0,2.0,1.0,Residence,Land area : 868 sq. ft.,Fully Furnished,3
44421,"KL City, Kuala Lumpur",270018.0,2.0,1.0,Residence,Land area : 868 sq. ft.,Fully Furnished,3
44422,"KL City, Kuala Lumpur",289800.0,2.0,2.0,Residence,Land area : 866 sq. ft.,Fully Furnished,2
44426,"Taman Desa, Kuala Lumpur",87780.0,1.0,1.0,Condo,Built-up : 680 sq. ft.,Partly Furnished,1
44427,"Taman Desa, Kuala Lumpur",89880.0,1.0,1.0,Condo,Built-up : 680 sq. ft.,Partly Furnished,1
44428,"Taman Desa, Kuala Lumpur",94080.0,1.0,1.0,Condo,Built-up : 690 sq. ft.,Partly Furnished,1
44431,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",136500.0,2.0,2.0,Residence,"Built-up : 1,094 sq. ft.",Unfurnished,4
44433,"Sungai Besi, Kuala Lumpur",111300.0,2.0,2.0,Condo,"Built-up : 1,180 sq. ft.",Partly Furnished,3
44439,"Bukit Bintang, Kuala Lumpur",291480.0,2.0,2.0,Condo,"Built-up : 1,468 sq. ft.",Partly Furnished,2
44440,"Sri Petaling, Kuala Lumpur",205800.0,3.0,2.0,Terrace/Link,Land area : 22 x 88 sq. ft.,Partly Furnished,4
44441,"Jalan Ipoh, Kuala Lumpur",88200.0,1.0,1.0,Terrace/Link,Land area : 14x50 sq. ft.,Unfurnished,2
44445,"Cheras, Kuala Lumpur",85866.48,2.0,1.0,Residence,Built-up : 900 sq. ft.,Partly Furnished,3
44446,"KL Sentral, Kuala Lumpur",493500.0,4.0,2.0,Residence,"Built-up : 1,787 sq. ft.",Partly Furnished,4
44447,"Bukit Jalil, Kuala Lumpur",90300.0,2.0,1.0,Condo,Land area : 1087 sq. ft.,Partly Furnished,4
44448,"Setapak, Kuala Lumpur",79800.0,2.0,2.0,Residence,Built-up : 858 sq. ft.,Fully Furnished,3
44449,"Damansara Heights, Kuala Lumpur",1617000.0,5.0,7.0,Bungalow,Land area : 11900 sq. ft.,Partly Furnished,6
44450,"Mont Kiara, Kuala Lumpur",590100.0,3.0,3.0,Residence,"Built-up : 2,304 sq. ft.",Partly Furnished,4
44451,"Mont Kiara, Kuala Lumpur",315000.0,3.0,3.0,Condo,"Built-up : 2,163 sq. ft.",Fully Furnished,4
44452,"Bukit Jalil, Kuala Lumpur",136080.0,2.0,2.0,Condo,"Built-up : 1,300 sq. ft.",Unfurnished,3
44454,"Segambut, Kuala Lumpur",186900.0,3.0,2.0,Condo,"Built-up : 1,300 sq. ft.",Partly Furnished,4
44455,"Sentul, Kuala Lumpur",136500.0,2.0,1.0,Condo,"Built-up : 1,059 sq. ft.",Partly Furnished,3
44456,"Bandar Menjalara, Kuala Lumpur",132300.0,2.0,2.0,Condo,"Built-up : 1,019 sq. ft.",Fully Furnished,3
44457,"Bandar Menjalara, Kuala Lumpur",79800.0,2.0,1.0,Residence,Built-up : 918 sq. ft.,Partly Furnished,3
44458,"Segambut, Kuala Lumpur",66150.0,1.0,1.0,Duplex,Built-up : 833 sq. ft.,Partly Furnished,3
44459,"Kepong, Kuala Lumpur",79800.0,2.0,1.0,Condo,Built-up : 818 sq. ft.,Partly Furnished,3
44460,"Bandar Menjalara, Kuala Lumpur",178500.0,2.0,2.0,Condo,"Built-up : 1,635 sq. ft.",Partly Furnished,3
44462,"Sentul, Kuala Lumpur",123900.0,2.0,1.0,Condo,"Built-up : 1,275 sq. ft.",Fully Furnished,3
44463,"Mont Kiara, Kuala Lumpur",262500.0,3.0,2.0,Condo,"Built-up : 1,756 sq. ft.",Fully Furnished,4
44464,"Mont Kiara, Kuala Lumpur",588000.0,5.0,3.0,Condo,"Built-up : 2,906 sq. ft.",Fully Furnished,5
44465,"Sentul, Kuala Lumpur",210000.0,3.0,2.0,Condo,"Built-up : 1,488 sq. ft.",Partly Furnished,4
44466,"Mont Kiara, Kuala Lumpur",252000.0,3.0,2.0,Condo,"Built-up : 1,980 sq. ft.",Partly Furnished,4
44467,"Mont Kiara, Kuala Lumpur",851390.19,5.0,3.0,Condo,"Built-up : 5,090 sq. ft.",Partly Furnished,5
44468,"Mont Kiara, Kuala Lumpur",417043.82999999996,4.0,2.0,Condo,"Built-up : 1,603 sq. ft.",Partly Furnished,4
44469,"Mont Kiara, Kuala Lumpur",304753.89,3.0,2.0,Condo,"Built-up : 1,377 sq. ft.",Partly Furnished,4
44470,"Mont Kiara, Kuala Lumpur",360180.66,5.0,2.0,Condo,"Built-up : 2,065 sq. ft.",Partly Furnished,5
44471,"Mont Kiara, Kuala Lumpur",472500.0,5.0,3.0,Condo,"Built-up : 2,411 sq. ft.",Fully Furnished,4
44472,"Sentul, Kuala Lumpur",115500.0,2.0,1.0,Residence,Land area : 948 sq. ft.,Fully Furnished,3
44473,"Pandan Indah, Kuala Lumpur",77700.0,2.0,2.0,Others,"Built-up : 1,270 sq. ft.",Unfurnished,3
44475,"KL City, Kuala Lumpur",96600.0,2.0,2.0,Condo,"Built-up : 1,065 sq. ft.",Unfurnished,4
44476,"Taman Tun Dr Ismail, Kuala Lumpur",315000.0,3.0,2.0,Terrace/Link,Land area : 24x75 sq. ft.,Partly Furnished,4
44477,"Ampang, Kuala Lumpur",168000.0,2.0,2.0,Residence,"Built-up : 1,130 sq. ft.",Partly Furnished,2
44478,"Jalan Kuching, Kuala Lumpur",89250.0,2.0,1.0,Residence,Land area : - sq. ft.,Unfurnished,3
44480,"Setapak, Kuala Lumpur",165900.0,2.0,2.0,Condo,"Built-up : 1,230 sq. ft.",Partly Furnished,4
44481,"KLCC, Kuala Lumpur",483000.0,2.0,1.0,Residence,"Built-up : 1,076 sq. ft.",Fully Furnished,2
44483,"Desa ParkCity, Kuala Lumpur",567000.0,4.0,3.0,Terrace/Link,"Built-up : 3,207 sq. ft.",Unfurnished,4
44484,"Sungai Besi, Kuala Lumpur",262500.0,4.0,2.0,Terrace/Link,Land area : 20x80 sq. ft.,Partly Furnished,5
44485,"Sri Petaling, Kuala Lumpur",172200.0,3.0,6.0,Terrace/Link,Land area : 22x80 sq. ft.,Partly Furnished,4
44486,"Taman Desa, Kuala Lumpur",67200.0,2.0,1.0,Duplex,Built-up : 829 sq. ft.,Partly Furnished,3
44487,"Mont Kiara, Kuala Lumpur",159600.0,2.0,1.0,Condo,"Built-up : 1,280 sq. ft.",Fully Furnished,3
44488,"Mont Kiara, Kuala Lumpur",178500.0,2.0,2.0,Condo,"Built-up : 1,248 sq. ft.",Fully Furnished,3
44489,"Mont Kiara, Kuala Lumpur",159600.0,2.0,1.0,Condo,"Built-up : 1,400 sq. ft.",Partly Furnished,3
44490,"Salak Selatan, Kuala Lumpur",94500.0,2.0,1.0,Residence,Built-up : 862 sq. ft.,Partly Furnished,2
44491,"Taman Desa, Kuala Lumpur",132300.0,2.0,1.0,Residence,Built-up : 935 sq. ft.,Fully Furnished,3
44492,"Ampang, Kuala Lumpur",83580.0,2.0,1.0,Residence,Built-up : 430 sq. ft.,Unfurnished,2
44493,"Dutamas, Kuala Lumpur",199500.0,1.0,1.0,Condo,Built-up : 950 sq. ft.,Partly Furnished,1
44494,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",151200.0,4.0,2.0,Condo,"Built-up : 1,483 sq. ft.",Fully Furnished,4
44495,"KLCC, Kuala Lumpur",967995.0,4.0,2.0,Residence,"Built-up : 2,195 sq. ft.",Partly Furnished,4
44496,"Kuchai Lama, Kuala Lumpur",73080.0,2.0,1.0,Condo,Built-up : 969 sq. ft.,Partly Furnished,3
44497,"Mont Kiara, Kuala Lumpur",209790.0,4.0,2.0,Condo,"Built-up : 2,002 sq. ft.",Partly Furnished,5
44498,"Mont Kiara, Kuala Lumpur",178500.0,3.0,2.0,Condo,"Built-up : 1,828 sq. ft.",Partly Furnished,4
44499,"Bukit Tunku (Kenny Hills), Kuala Lumpur",982800.0,8.0,4.0,Condo,"Built-up : 6,268 sq. ft.",Partly Furnished,9
44500,"Bangsar, Kuala Lumpur",3360000.0,8.0,6.0,Bungalow,Land area : 6507 sq. ft.,Fully Furnished,9
44501,"Mont Kiara, Kuala Lumpur",195300.0,3.0,2.0,Condo,"Built-up : 1,828 sq. ft.",Partly Furnished,4
44502,"Mont Kiara, Kuala Lumpur",252000.0,4.0,2.0,Condo,"Built-up : 1,927 sq. ft.",Fully Furnished,4
44504,"Jalan Ipoh, Kuala Lumpur",129150.0,2.0,2.0,Condo,"Built-up : 1,071 sq. ft.",Partly Furnished,3
44505,"KLCC, Kuala Lumpur",1375017.0,8.0,5.0,Condo,"Built-up : 7,985 sq. ft.",Partly Furnished,7
44506,"KLCC, Kuala Lumpur",684150.6,6.0,3.0,Condo,"Built-up : 3,973 sq. ft.",Partly Furnished,5
44508,"Jalan Ipoh, Kuala Lumpur",262500.0,3.0,4.0,Terrace/Link,"Built-up : 2,800 sq. ft.",Partly Furnished,4
44509,"Mont Kiara, Kuala Lumpur",630000.0,6.0,3.0,Condo,"Built-up : 3,729 sq. ft.",Partly Furnished,6
44510,"Cheras, Kuala Lumpur",336000.0,3.0,2.0,Duplex,"Built-up : 1,894 sq. ft.",Partly Furnished,4
44511,"Cheras, Kuala Lumpur",168000.0,2.0,4.0,Condo,"Built-up : 1,700 sq. ft.",Unfurnished,3
44512,"Cheras, Kuala Lumpur",174300.0,2.0,1.0,Duplex,Built-up : 947 sq. ft.,Partly Furnished,2
44513,"Cheras, Kuala Lumpur",333900.0,3.0,2.0,Duplex,"Built-up : 1,894 sq. ft.",Partly Furnished,4
